,economy,year,GlobalMethane(ktco2),LandArea(count),CO2Emission(kt),AgricultureMethane(ktco2),EnergieMethane(ktco2),AirTransport,note_year
115,AFG,2013,15819.9996948242,652230.0,5989.99977111816,11280.0,1780.0,21696.0,0.055169044743575875
116,AFG,2014,16299.9992370605,652230.0,4880.00011444092,11480.0,1980.0,25920.0,0.05615267777871783
117,AFG,2015,15960.000038147,652230.0,5949.99980926514,10850.0,2180.0,23532.0,0.055052992781218224
118,AFG,2016,15829.9999237061,652230.0,5300.00019073486,10630.0,2190.0,22770.0,0.05653218346283814
119,AFG,2017,15609.9996566772,652230.0,4780.00020980835,10330.0,2210.0,24207.0,0.05518436004571741
120,AFG,2018,15909.9998474121,652230.0,6070.00017166138,10540.0,2220.0,10454.0,0.05491130111015143
121,AFG,2019,16370.0008392334,652230.0,6079.99992370605,10920.0,2230.0,7334.0,0.05567364645484511
122,AFG,2020,,652230.0,,,,4635.714,-1.0
123,AFG,2021,,,,,,,-1.0
124,AGO,1960,,,,,,,-1.0
125,AGO,1961,,1246700.0,,,,,-1.0
126,AGO,1962,,1246700.0,,,,,-1.0
127,AGO,1963,,1246700.0,,,,,-1.0
128,AGO,1964,,1246700.0,,,,,-1.0
129,AGO,1965,,1246700.0,,,,,-1.0
130,AGO,1966,,1246700.0,,,,,-1.0
131,AGO,1967,,1246700.0,,,,,-1.0
132,AGO,1968,,1246700.0,,,,,-1.0
133,AGO,1969,,1246700.0,,,,,-1.0
134,AGO,1970,,1246700.0,,,,,-1.0
135,AGO,1971,,1246700.0,,,,,-1.0
136,AGO,1972,,1246700.0,,,,,-1.0
137,AGO,1973,,1246700.0,,,,,-1.0
138,AGO,1974,,1246700.0,,,,,-1.0
139,AGO,1975,,1246700.0,,,,,-1.0
140,AGO,1976,,1246700.0,,,,2600.0,-1.0
141,AGO,1977,,1246700.0,,,,4800.0,-1.0
142,AGO,1978,,1246700.0,,,,5000.0,-1.0
143,AGO,1979,,1246700.0,,,,11900.0,-1.0
144,AGO,1980,,1246700.0,,,,12800.0,-1.0
145,AGO,1981,,1246700.0,,,,15000.0,-1.0
146,AGO,1982,,1246700.0,,,,13900.0,-1.0
147,AGO,1983,,1246700.0,,,,22400.0,-1.0
148,AGO,1984,,1246700.0,,,,10700.0,-1.0
149,AGO,1985,,1246700.0,,,,13100.0,-1.0
150,AGO,1986,,1246700.0,,,,11100.0,-1.0
151,AGO,1987,,1246700.0,,,,11100.0,-1.0
152,AGO,1988,,1246700.0,,,,11000.0,-1.0
153,AGO,1989,,1246700.0,,,,6800.0,-1.0
154,AGO,1990,21219.9993133545,1246700.0,6560.0,15040.0,5750.0,6900.0,0.11089770656650834
155,AGO,1991,21489.9997711182,1246700.0,6670.0,15090.0,5960.0,7000.0,0.11090467718058675
156,AGO,1992,21950.0007629395,1246700.0,6880.0,15150.0,6340.0,6900.0,0.1124559757307179
157,AGO,1993,22579.9999237061,1246700.0,9270.0,15070.0,7030.0,5600.0,0.11431464686205452
158,AGO,1994,23479.9995422363,1246700.0,11300.0,15100.0,7900.0,7600.0,0.11559241983497184
159,AGO,1995,25229.9995422363,1246700.0,12720.0,15010.0,9720.0,7300.0,0.1187489703109124
160,AGO,1996,25389.9993896484,1246700.0,15440.0,13680.0,11190.0,7700.0,0.11836553372504927
161,AGO,1997,25690.0005340576,1246700.0,16160.0,13560.0,11600.0,7300.0,0.12640228222647673
162,AGO,1998,27889.9993896484,1246700.0,16770.0,14980.0,12350.0,7400.0,0.13690358935072525
163,AGO,1999,27090.0001525879,1246700.0,17610.0,13950.0,12570.0,5100.0,0.13385379789939356
164,AGO,2000,27079.9999237061,1246700.0,16200.0,14390.0,12100.0,4399.0,0.13386060066829447
165,AGO,2001,27090.0001525879,1246700.0,15960.0,14680.0,11770.0,4354.0,0.1350229856262072
166,AGO,2002,28610.0006103516,1246700.0,15689.9995803833,15700.0,12190.0,4343.0,0.1438555908484097
167,AGO,2003,30729.9995422363,1246700.0,16760.0002288818,17810.0,12150.0,4633.0,0.14980743338738697
168,AGO,2004,31620.0008392334,1246700.0,17450.0007629395,17830.0,12950.0,4849.0,0.1458588016010448
169,AGO,2005,33099.9984741211,1246700.0,15810.0004196167,17720.0,14470.0,4948.0,0.14629995394998274
170,AGO,2006,32590.0001525879,1246700.0,16559.9994659424,16430.0,15220.0,4965.0,0.1380595864427395
171,AGO,2007,35330.0018310547,1246700.0,16969.9993133545,17490.0,16870.0,5277.0,0.14498374950594797
172,AGO,2008,36400.0015258789,1246700.0,19280.0006866455,16670.0,18730.0,3361.0,0.1465363756907081
173,AGO,2009,35529.9987792969,1246700.0,21149.9996185303,16730.0,17760.0,3236.0,0.13882430741486415
174,AGO,2010,36900.0015258789,1246700.0,22799.9992370605,17500.0,18330.0,17060.0,0.13758645954684243
175,AGO,2011,36639.9993896484,1246700.0,23870.0008392334,18020.0,17510.0,12282.0,0.1307124244899232
176,AGO,2012,35770.0004577637,1246700.0,23870.0008392334,17170.0,17450.0,13072.0,0.12744617405862202
177,AGO,2013,35759.9983215332,1246700.0,26959.9990844727,17640.0,16940.0,14496.0,0.12470575129507211
178,AGO,2014,34900.0015258789,1246700.0,29629.9991607666,17060.0,16620.0,13716.0,0.12022875042249702
179,AGO,2015,37110.0006103516,1246700.0,31649.9996185303,17710.0,18130.0,13116.0,0.12800855832265337
180,AGO,2016,37430.0003051758,1246700.0,29760.0002288818,17700.0,18420.0,15482.0,0.13367022453976682
181,AGO,2017,37619.9989318848,1246700.0,24250.0,18000.0,18270.0,13494.0,0.13299395333994182
182,AGO,2018,34000.0,1246700.0,23959.9990844727,16220.0,16380.0,13978.0,0.11734659055002002
183,AGO,2019,35090.0001525879,1246700.0,25209.9990844727,18050.0,15600.0,13647.0,0.1193395334417787
184,AGO,2020,,1246700.0,,,,3792.0,-1.0
185,AGO,2021,,,,,,,-1.0
186,ALB,1960,,,,,,,-1.0
187,ALB,1961,,27400.0,,,,,-1.0
188,ALB,1962,,27400.0,,,,,-1.0
189,ALB,1963,,27400.0,,,,,-1.0
190,ALB,1964,,27400.0,,,,,-1.0
191,ALB,1965,,27400.0,,,,,-1.0
192,ALB,1966,,27400.0,,,,,-1.0
193,ALB,1967,,27400.0,,,,,-1.0
194,ALB,1968,,27400.0,,,,,-1.0
195,ALB,1969,,27400.0,,,,,-1.0
196,ALB,1970,,27400.0,,,,,-1.0
197,ALB,1971,,27400.0,,,,,-1.0
198,ALB,1972,,27400.0,,,,,-1.0
199,ALB,1973,,27400.0,,,,,-1.0
200,ALB,1974,,27400.0,,,,,-1.0
201,ALB,1975,,27400.0,,,,,-1.0
202,ALB,1976,,27400.0,,,,,-1.0
203,ALB,1977,,27400.0,,,,,-1.0
204,ALB,1978,,27400.0,,,,,-1.0
205,ALB,1979,,27400.0,,,,,-1.0
206,ALB,1980,,27400.0,,,,,-1.0
207,ALB,1981,,27400.0,,,,,-1.0
208,ALB,1982,,27400.0,,,,,-1.0
209,ALB,1983,,27400.0,,,,,-1.0
210,ALB,1984,,27400.0,,,,,-1.0
211,ALB,1985,,27400.0,,,,,-1.0
212,ALB,1986,,27400.0,,,,,-1.0
213,ALB,1987,,27400.0,,,,,-1.0
214,ALB,1988,,27400.0,,,,,-1.0
215,ALB,1989,,27400.0,,,,,-1.0
216,ALB,1990,3539.99996185303,27400.0,5980.0,2200.0,480.0,,0.0185003718057599
217,ALB,1991,3500.0,27400.0,4060.0,2230.0,400.0,,0.018062651198988634
218,ALB,1992,3410.00008583069,27400.0,2220.0,2220.0,330.0,,0.017470381483602637
219,ALB,1993,3490.00000953674,27400.0,2060.0,2360.0,260.0,,0.017668650132275004
220,ALB,1994,4079.99992370605,27400.0,2070.0,3020.0,190.0,600.0,0.020085906017984732
221,ALB,1995,4079.99992370605,27400.0,1930.0,3090.0,120.0,600.0,0.019203162845786978
222,ALB,1996,3910.00008583069,27400.0,1940.0,2910.0,110.0,1400.0,0.01822801331822903
223,ALB,1997,3700.00004768372,27400.0,1470.0,2710.0,110.0,1900.0,0.018205077483173803
224,ALB,1998,3559.99994277954,27400.0,1790.0,2570.0,100.0,1100.0,0.01747496525352343
225,ALB,1999,3609.99989509583,27400.0,2970.0,2640.0,80.0,2700.0,0.01783729027882003
226,ALB,2000,3670.00007629395,27400.0,3170.0,2680.0,70.0,3885.0,0.018141374300202028
227,ALB,2001,3609.99989509583,27400.0,3230.0,2620.0,70.0,3974.0,0.01799309565155427
228,ALB,2002,3559.99994277954,27400.0,3759.99999046326,2550.0,90.0,3762.0,0.017900240624376618
229,ALB,2003,3569.9999332428,27400.0,4070.00017166138,2580.0,70.0,3800.0,0.017403596978814894
230,ALB,2004,3500.0,27400.0,4250.0,2490.0,90.0,4104.0,0.016145028211708094
231,ALB,2005,3490.00000953674,27400.0,4030.00020980835,2470.0,90.0,4309.0,0.015425585021699066
232,ALB,2006,3440.00005722046,27400.0,4010.00022888184,2420.0,90.0,4481.0,0.014572721173342618
233,ALB,2007,3299.99995231628,27400.0,4139.9998664856,2300.0,80.0,4930.0,0.013542211765064626
234,ALB,2008,3130.00011444092,27400.0,4079.99992370605,2140.0,80.0,5058.0,0.012600517952055206
235,ALB,2009,3019.99998092651,27400.0,4219.99979019165,2030.0,80.0,5140.0,0.011799871099047704
236,ALB,2010,3029.99997138977,27400.0,4449.99980926514,2040.0,70.0,9412.0,0.011297749356410704
237,ALB,2011,3019.99998092651,27400.0,4849.99990463257,2030.0,70.0,10373.2109418273,0.010773786191108721
238,ALB,2012,3059.99994277954,27400.0,4360.0001335144,2070.0,70.0,10309.1791376912,0.010902579824882566
239,ALB,2013,3059.99994277954,27400.0,4440.00005722046,2070.0,70.0,11196.0,0.010671130026239867
240,ALB,2014,3089.99991416931,27400.0,4820.00017166138,2100.0,70.0,1992.0,0.01064489433362119
241,ALB,2015,3109.99989509583,27400.0,4619.99988555908,2110.0,70.0,,0.010727744446432888
242,ALB,2016,3089.99991416931,27400.0,4480.00001907349,2100.0,60.0,306.0,0.011035024819322718
243,ALB,2017,3049.99995231628,27400.0,5139.9998664856,2050.0,60.0,1904.0,0.010782338194097699
244,ALB,2018,3009.99999046326,27400.0,5110.0001335144,2010.0,60.0,2935.0,0.010388624601072245
245,ALB,2019,2849.99990463257,27400.0,4829.99992370605,1850.0,60.0,2558.0,0.009692723210287045
246,ALB,2020,,27400.0,,,,1274.0,-1.0
247,ALB,2021,,,,,,,-1.0
248,AND,1960,,,,,,,-1.0
249,AND,1961,,470.0,,,,,-1.0
250,AND,1962,,470.0,,,,,-1.0
251,AND,1963,,470.0,,,,,-1.0
252,AND,1964,,470.0,,,,,-1.0
253,AND,1965,,470.0,,,,,-1.0
254,AND,1966,,470.0,,,,,-1.0
255,AND,1967,,470.0,,,,,-1.0
256,AND,1968,,470.0,,,,,-1.0
257,AND,1969,,470.0,,,,,-1.0
258,AND,1970,,470.0,,,,,-1.0
259,AND,1971,,470.0,,,,,-1.0
260,AND,1972,,470.0,,,,,-1.0
261,AND,1973,,470.0,,,,,-1.0
262,AND,1974,,470.0,,,,,-1.0
263,AND,1975,,470.0,,,,,-1.0
264,AND,1976,,470.0,,,,,-1.0
265,AND,1977,,470.0,,,,,-1.0
266,AND,1978,,470.0,,,,,-1.0
267,AND,1979,,470.0,,,,,-1.0
268,AND,1980,,470.0,,,,,-1.0
269,AND,1981,,470.0,,,,,-1.0
270,AND,1982,,470.0,,,,,-1.0
271,AND,1983,,470.0,,,,,-1.0
272,AND,1984,,470.0,,,,,-1.0
273,AND,1985,,470.0,,,,,-1.0
274,AND,1986,,470.0,,,,,-1.0
275,AND,1987,,470.0,,,,,-1.0
276,AND,1988,,470.0,,,,,-1.0
277,AND,1989,,470.0,,,,,-1.0
278,AND,1990,19.9999995529652,470.0,410.0,,,,0.00010452187339889288
279,AND,1991,19.9999995529652,470.0,410.0,,,,0.00010321514740146828
280,AND,1992,19.9999995529652,470.0,410.0,,,,0.00010246557567961677
281,AND,1993,29.9999993294477,470.0,410.0,,,,0.00015187951022122085
282,AND,1994,29.9999993294477,470.0,410.0,,,,0.00014769048488695637
283,AND,1995,29.9999993294477,470.0,430.0,,,,0.00014119972629156107
284,AND,1996,29.9999993294477,470.0,450.0,,,,0.00013985687348338179
285,AND,1997,29.9999993294477,470.0,470.0,,,,0.00014760873114843894
286,AND,1998,29.9999993294477,470.0,490.0,,,,0.00014726094222307967
287,AND,1999,29.9999993294477,470.0,510.0,,,,0.00014823233018115077
288,AND,2000,29.9999993294477,470.0,520.0,,,,0.00014829460641071915
289,AND,2001,29.9999993294477,470.0,520.0,,,,0.0001495271116807019
290,AND,2002,39.9999991059303,470.0,529.999971389771,,,,0.00020112629788751154
291,AND,2003,39.9999991059303,470.0,529.999971389771,,,,0.0001949982847647357
292,AND,2004,39.9999991059303,470.0,560.000002384186,,,,0.00018451460400958377
293,AND,2005,39.9999991059303,470.0,579.999983310699,,,,0.0001767975316304706
294,AND,2006,39.9999991059303,470.0,550.000011920929,,,,0.00016945023959553943
295,AND,2007,50.0000007450581,470.0,540.000021457672,,,,0.0002051850327657429
296,AND,2008,50.0000007450581,470.0,540.000021457672,,,,0.00020128622490590977
297,AND,2009,50.0000007450581,470.0,519.999980926514,,,,0.00019536210843384505
298,AND,2010,50.0000007450581,470.0,519.999980926514,,,,0.00018643151206992187
299,AND,2011,50.0000007450581,470.0,490.000009536743,,,,0.00017837394734594253
300,AND,2012,50.0000007450581,470.0,490.000009536743,,,,0.00017814673515059539
301,AND,2013,50.0000007450581,470.0,479.999989271164,,,,0.00017436487556857634
302,AND,2014,50.0000007450581,470.0,460.00000834465,,,,0.0001722474884777492
303,AND,2015,50.0000007450581,470.0,469.999998807907,,,,0.00017247178405384138
304,AND,2016,50.0000007450581,470.0,469.999998807907,,,,0.00017856027977793611
305,AND,2017,50.0000007450581,470.0,469.999998807907,,,,0.00017675964792357733
306,AND,2018,50.0000007450581,470.0,490.000009536743,,,,0.00017256851808620673
307,AND,2019,50.0000007450581,470.0,500.0,,,,0.00017004778384316292
308,AND,2020,,470.0,,,,,-1.0
309,AND,2021,,,,,,,-1.0
310,ARE,1960,,,,,,,-1.0
311,ARE,1961,,71020.0,,,,,-1.0
312,ARE,1962,,71020.0,,,,,-1.0
313,ARE,1963,,71020.0,,,,,-1.0
314,ARE,1964,,71020.0,,,,,-1.0
315,ARE,1965,,71020.0,,,,,-1.0
316,ARE,1966,,71020.0,,,,,-1.0
317,ARE,1967,,71020.0,,,,,-1.0
318,ARE,1968,,71020.0,,,,,-1.0
319,ARE,1969,,71020.0,,,,,-1.0
320,ARE,1970,,71020.0,,,,,-1.0
321,ARE,1971,,71020.0,,,,,-1.0
322,ARE,1972,,71020.0,,,,,-1.0
323,ARE,1973,,71020.0,,,,,-1.0
324,ARE,1974,,71020.0,,,,4700.0,-1.0
325,ARE,1975,,71020.0,,,,5400.0,-1.0
326,ARE,1976,,71020.0,,,,6200.0,-1.0
327,ARE,1977,,71020.0,,,,6300.0,-1.0
328,ARE,1978,,71020.0,,,,7200.0,-1.0
329,ARE,1979,,71020.0,,,,8300.0,-1.0
330,ARE,1980,,71020.0,,,,9500.0,-1.0
331,ARE,1981,,71020.0,,,,10000.0,-1.0
332,ARE,1982,,71020.0,,,,8700.0,-1.0
333,ARE,1983,,71020.0,,,,9500.0,-1.0
334,ARE,1984,,71020.0,,,,10100.0,-1.0
335,ARE,1985,,71020.0,,,,10500.0,-1.0
336,ARE,1986,,71020.0,,,,12200.0,-1.0
337,ARE,1987,,71020.0,,,,12800.0,-1.0
338,ARE,1988,,71020.0,,,,15100.0,-1.0
339,ARE,1989,,71020.0,,,,16000.0,-1.0
340,ARE,1990,16459.9990844727,71020.0,55210.0,310.0,14040.0,18800.0,0.08602149894538759
341,ARE,1991,17870.0008392334,71020.0,61560.0,330.0,15280.0,19400.0,0.09222274059563057
342,ARE,1992,17809.9994659424,71020.0,59700.0,350.0,15050.0,26300.0,0.09124559444607058
343,ARE,1993,18280.0006866455,71020.0,63620.0,380.0,15350.0,30100.0,0.0925452537729244
344,ARE,1994,19670.0000762939,71020.0,70780.0,410.0,16530.0,34000.0,0.09683573046425789
345,ARE,1995,20370.0008392334,71020.0,75170.0,430.0,17150.0,34200.0,0.09587462024491908
346,ARE,1996,21290.0009155273,71020.0,78530.0,470.0,17980.0,38000.0,0.09925176770191617
347,ARE,1997,21520.0004577637,71020.0,81440.0,500.0,18130.0,39000.0,0.10588466776285109
348,ARE,1998,21469.9993133545,71020.0,83450.0,530.0,17990.0,41100.0,0.10538974663609314
349,ARE,1999,20969.9993133545,71020.0,85680.0,570.0,17400.0,44400.0,0.10361439771981806
350,ARE,2000,22000.0,71020.0,84730.0,600.0,18350.0,48330.0,0.10874938046526562
351,ARE,2001,23520.0004577637,71020.0,97200.0,640.0,18740.0,50783.0,0.11722926045955144
352,ARE,2002,23719.9993133545,71020.0,99150.0015258789,670.0,17820.0,54952.0,0.11926789386057791
353,ARE,2003,26969.9993133545,71020.0,103819.999694824,710.0,19950.0,71224.0,0.131477593094009
354,ARE,2004,28540.0009155273,71020.0,110010.00213623,710.0,20420.0,87217.0,0.13165117712667515
355,ARE,2005,30889.9993896484,71020.0,116459.999084473,810.0,21580.0,,0.13653189415564027
356,ARE,2006,32700.0007629395,71020.0,121559.997558594,850.0,22490.0,,0.13852557719764855
357,ARE,2007,33439.998626709,71020.0,131830.001831055,900.0,22340.0,,0.13722774223330084
358,ARE,2008,34840.0001525879,71020.0,156050.003051758,950.0,22840.0,,0.1402562400387338
359,ARE,2009,34069.9996948242,71020.0,157020.004272461,1110.0,21050.0,170588.0,0.13311973751078746
360,ARE,2010,35720.0012207031,71020.0,162789.993286133,960.0,22000.0,240855.107016004,0.13318667478966648
361,ARE,2011,38360.0006103516,71020.0,165600.006103516,970.0,23680.0,269521.0,0.13684849254202203
362,ARE,2012,40310.001373291,71020.0,175589.996337891,980.0,24660.0,311758.0,0.14362190063122296
363,ARE,2013,42439.998626709,71020.0,184470.001220703,1080.0,25730.0,327076.0,0.14800089938814792
364,ARE,2014,42869.9989318848,71020.0,184759.994506836,1170.0,25110.0,352224.0,0.14768499074054098
365,ARE,2015,45709.9990844727,71020.0,195240.005493164,1210.0,26960.0,437638.0,0.1576736994744479
366,ARE,2016,47360.0006103516,71020.0,201080.001831055,1220.0,27730.0,463947.0,0.16913229666508436
367,ARE,2017,46900.0015258789,71020.0,197039.993286133,1250.0,26370.0,459137.0,0.16580055267597096
368,ARE,2018,47459.9990844727,71020.0,177119.995117188,1260.0,26060.0,455956.0,0.16380203176676303
369,ARE,2019,49799.9992370605,71020.0,188860.000610352,1280.0,27510.0,426157.272,0.169367587589293
370,ARE,2020,,71020.0,,,,185260.0,-1.0
371,ARE,2021,,,,,,,-1.0
372,ARG,1960,,,,,,,-1.0
373,ARG,1961,,2736690.0,,,,,-1.0
374,ARG,1962,,2736690.0,,,,,-1.0
375,ARG,1963,,2736690.0,,,,,-1.0
376,ARG,1964,,2736690.0,,,,,-1.0
377,ARG,1965,,2736690.0,,,,,-1.0
378,ARG,1966,,2736690.0,,,,,-1.0
379,ARG,1967,,2736690.0,,,,,-1.0
380,ARG,1968,,2736690.0,,,,,-1.0
381,ARG,1969,,2736690.0,,,,,-1.0
382,ARG,1970,,2736690.0,,,,71700.0,-1.0
383,ARG,1971,,2736690.0,,,,75600.0,-1.0
384,ARG,1972,,2736690.0,,,,79000.0,-1.0
385,ARG,1973,,2736690.0,,,,71100.0,-1.0
386,ARG,1974,,2736690.0,,,,79000.0,-1.0
387,ARG,1975,,2736690.0,,,,89800.0,-1.0
388,ARG,1976,,2736690.0,,,,90000.0,-1.0
389,ARG,1977,,2736690.0,,,,93600.0,-1.0
390,ARG,1978,,2736690.0,,,,96500.0,-1.0
391,ARG,1979,,2736690.0,,,,103700.0,-1.0
392,ARG,1980,,2736690.0,,,,114400.0,-1.0
393,ARG,1981,,2736690.0,,,,113800.0,-1.0
394,ARG,1982,,2736690.0,,,,103900.0,-1.0
395,ARG,1983,,2736690.0,,,,109100.0,-1.0
396,ARG,1984,,2736690.0,,,,101400.0,-1.0
397,ARG,1985,,2736690.0,,,,100500.0,-1.0
398,ARG,1986,,2736690.0,,,,102300.0,-1.0
399,ARG,1987,,2736690.0,,,,111800.0,-1.0
400,ARG,1988,,2736690.0,,,,106200.0,-1.0
401,ARG,1989,,2736690.0,,,,101600.0,-1.0
402,ARG,1990,109580.001831055,2736690.0,100320.0,84680.0,14610.0,114000.0,0.5726753667220899
403,ARG,1991,108709.999084473,2736690.0,105920.0,83650.0,14530.0,78500.0,0.5610259415157741
404,ARG,1992,110650.001525879,2736690.0,107930.0,84630.0,15280.0,86300.0,0.5668908179359795
405,ARG,1993,109540.000915527,2736690.0,110260.0,83270.0,15290.0,83300.0,0.5545627353515213
406,ARG,1994,110489.99786377,2736690.0,111910.0,83900.0,15380.0,99500.0,0.5439440574800634
